ingredient,pairing,level,page
SWEDISH CUISINE,bay leaf,normal,738
SWEDISH CUISINE,cardamom,normal,738
SWEDISH CUISINE,cinnamon,normal,738
SWEDISH CUISINE,cloves,normal,738
SWEDISH CUISINE,DILL,very_highly_recommended,738
SWEDISH CUISINE,fish,normal,738
SWEDISH CUISINE,ginger,normal,738
SWEDISH CUISINE,"herring, pickled",normal,738
SWEDISH CUISINE,meatballs,normal,738
SWEDISH CUISINE,mushrooms,normal,738
SWEDISH CUISINE,mustard,normal,738
SWEDISH CUISINE,nutmeg,normal,738
SWEDISH CUISINE,onions,normal,738
SWEDISH CUISINE,peas,normal,738
SWEDISH CUISINE,pepper,normal,738
SWEDISH CUISINE,"pickled dishes (e.g., fish, meat, vegetables)",normal,739
SWEDISH CUISINE,potatoes,normal,739
SWEDISH CUISINE,shellfish,normal,739
SWEDISH CUISINE,"soups, esp. fruit",normal,739
SWEDISH CUISINE,sugar,normal,739
SWEDISH CUISINE,garlic,avoid,739
SWEDISH CUISINE,piquancy,avoid,739
SWEETBREADS,"artichokes, Jerusalem",normal,739
SWEETBREADS,asparagus,normal,739
SWEETBREADS,BACON,very_highly_recommended,739
SWEETBREADS,"butter, unsalted",normal,739
SWEETBREADS,cabbage,normal,739
SWEETBREADS,capers,recommended,739
SWEETBREADS,celery,normal,739
SWEETBREADS,celery root,normal,739
SWEETBREADS,cream,normal,739
SWEETBREADS,fennel,normal,739
SWEETBREADS,fennel seeds,normal,739
SWEETBREADS,flour (for dredging),normal,739
SWEETBREADS,French cuisine,normal,739
SWEETBREADS,garlic,recommended,739
SWEETBREADS,greens,normal,739
SWEETBREADS,ham,normal,739
SWEETBREADS,hazelnuts,normal,739
SWEETBREADS,honey,normal,739
SWEETBREADS,Italian cuisine,normal,739
SWEETBREADS,"lemon, juice",recommended,739
SWEETBREADS,"liver, esp. duck",normal,739
SWEETBREADS,Madeira,normal,739
SWEETBREADS,"mushrooms, esp. wild (e.g., chanterelles, morels)",normal,739
SWEETBREADS,mustard,normal,739
SWEETBREADS,"oil, peanut",normal,739
SWEETBREADS,olive oil,recommended,740
SWEETBREADS,"onions: red, white",normal,740
SWEETBREADS,"parsley, flat-leaf",recommended,740
SWEETBREADS,peas,normal,740
SWEETBREADS,pecans,normal,740
SWEETBREADS,"PEPPER: black, white",recommended,740
SWEETBREADS,port,normal,740
SWEETBREADS,raisins,normal,740
SWEETBREADS,"salt: kosher, sea",normal,740
SWEETBREADS,scallions,normal,740
SWEETBREADS,shallots,recommended,740
SWEETBREADS,soy sauce,normal,740
SWEETBREADS,spinach,normal,740
SWEETBREADS,"stock, chicken",normal,740
SWEETBREADS,sugar,recommended,740
SWEETBREADS,"thyme, fresh",normal,740
SWEETBREADS,"truffles, black",normal,740
SWEETBREADS,vermouth,normal,740
SWEETBREADS,"VINEGAR: balsamic, red, rice, sherry, white",recommended,740
SWEETBREADS,"wine, white",normal,740
SWEETNESS,"round out flavors, while acidity sharpens them.",normal,740
SWEETNESS,"apple: cider, fruit, juice",normal,740
SWEETNESS,apricots,normal,740
SWEETNESS,bananas,normal,740
SWEETNESS,barley,normal,740
SWEETNESS,"basil, sweet",normal,740
SWEETNESS,beans,normal,741
SWEETNESS,beets,normal,741
SWEETNESS,"bell peppers: red, yellow",normal,741
SWEETNESS,"brandies, fruit (e.g., Calvados)",normal,741
SWEETNESS,butter,normal,741
SWEETNESS,caramel,normal,741
SWEETNESS,carrots,normal,741
SWEETNESS,"cherries, sweet",normal,741
SWEETNESS,chestnuts,normal,741
SWEETNESS,"chocolate: dark, milk, white",normal,741
SWEETNESS,clementines,normal,741
SWEETNESS,cloves,normal,741
SWEETNESS,"cocoa, sweetened",normal,741
SWEETNESS,coconut and coconut milk,normal,741
SWEETNESS,corn,normal,741
SWEETNESS,corn syrup,normal,741
SWEETNESS,crab,normal,741
SWEETNESS,cream,normal,741
SWEETNESS,currants,normal,741
SWEETNESS,daikon,normal,741
SWEETNESS,dates,normal,741
SWEETNESS,figs,normal,741
SWEETNESS,"fruits: dried, ripe",normal,741
SWEETNESS,fruit juices,normal,741
SWEETNESS,"garlic, roasted",normal,741
SWEETNESS,"ginger, candied",normal,741
SWEETNESS,grapes,normal,741
SWEETNESS,guava,normal,741
SWEETNESS,hoisin sauce,normal,741
SWEETNESS,honey,recommended,741
SWEETNESS,jicama,normal,741
SWEETNESS,ketchup,normal,741
SWEETNESS,lentils,normal,741
SWEETNESS,licorice,normal,741
SWEETNESS,"liqueurs, sweet",normal,741
SWEETNESS,lobster,normal,741
SWEETNESS,lotus root,normal,741
SWEETNESS,lychee nuts,normal,741
SWEETNESS,Madeira,normal,741
SWEETNESS,mangoes,normal,741
SWEETNESS,maple syrup,recommended,741
SWEETNESS,"melons (e.g., cantaloupe, honeydew)",normal,741
SWEETNESS,milk,normal,741
SWEETNESS,mirin (Japanese sweetener),recommended,741
SWEETNESS,molasses,recommended,741
SWEETNESS,nectarines,normal,742
SWEETNESS,"onions: cooked, sweet (e.g., Vidalia)",normal,742
SWEETNESS,"oranges, sweet (e.g., navel)",normal,742
SWEETNESS,papaya,normal,742
SWEETNESS,parsnips,normal,742
SWEETNESS,passion fruits,normal,742
SWEETNESS,peaches,normal,742
SWEETNESS,pears,normal,742
SWEETNESS,peas and sugar snap peas,normal,742
SWEETNESS,persimmons,normal,742
SWEETNESS,pimentos,normal,742
SWEETNESS,pineapple,normal,742
SWEETNESS,"plantains, esp. ripe",normal,742
SWEETNESS,"plums, sweet",normal,742
SWEETNESS,plum sauce,normal,742
SWEETNESS,pomegranates,normal,742
SWEETNESS,potatoes,normal,742
SWEETNESS,prunes,normal,742
SWEETNESS,pumpkin,normal,742
SWEETNESS,raisins,normal,742
SWEETNESS,raspberries,normal,742
SWEETNESS,rice,normal,742
SWEETNESS,roasted foods,normal,742
SWEETNESS,sake,normal,742
SWEETNESS,"scallops, esp. bay",normal,742
SWEETNESS,"sherry, sweet (e.g., cream, oloroso)",normal,742
SWEETNESS,shrimp,normal,742
SWEETNESS,"squash, winter (e.g., acorn, butternut)",normal,742
SWEETNESS,strawberries,normal,742
SWEETNESS,"sugar: brown, palm, white",recommended,742
SWEETNESS,sweet potatoes,normal,742
SWEETNESS,tangerines,normal,742
SWEETNESS,tomatoes,normal,742
SWEETNESS,"vermouth, sweet",normal,742
SWEETNESS,"vinegar, balsamic",normal,742
SWEETNESS,watermelon,normal,742
SWEETNESS,wheat,normal,742
SWEETNESS,"wines, sweet",normal,742
SWEET POTATOES,allspice,recommended,743
SWEET POTATOES,anise,normal,743
SWEET POTATOES,apples and apple juice,recommended,743
SWEET POTATOES,bacon,normal,743
SWEET POTATOES,bananas,normal,743
SWEET POTATOES,basil,normal,743
SWEET POTATOES,bay leaf,recommended,743
SWEET POTATOES,beans,normal,743
SWEET POTATOES,"bell peppers: green, red",normal,743
SWEET POTATOES,bourbon,recommended,743
SWEET POTATOES,brandy,normal,743
SWEET POTATOES,"BUTTER, unsalted",recommended,743
SWEET POTATOES,caramel,normal,743
SWEET POTATOES,cheeses,normal,743
SWEET POTATOES,chestnuts,normal,743
SWEET POTATOES,chile peppers,recommended,743
SWEET POTATOES,chives,normal,743
SWEET POTATOES,"chocolate, white",normal,743
SWEET POTATOES,cilantro,recommended,743
SWEET POTATOES,CINNAMON,very_highly_recommended,743
SWEET POTATOES,cloves,normal,743
SWEET POTATOES,coconut,normal,743
SWEET POTATOES,coriander,normal,743
SWEET POTATOES,cranberries,normal,743
SWEET POTATOES,cream,recommended,743
SWEET POTATOES,crème fraîche,normal,743
SWEET POTATOES,cumin,normal,743
SWEET POTATOES,curry powder,normal,743
SWEET POTATOES,custards,normal,743
SWEET POTATOES,dates,normal,743
SWEET POTATOES,dill,normal,743
SWEET POTATOES,duck,normal,743
SWEET POTATOES,"figs, dried",normal,743
SWEET POTATOES,fruits and fruit juices,normal,743
SWEET POTATOES,garlic,recommended,743
SWEET POTATOES,ginger,recommended,743
SWEET POTATOES,"greens, bitter",normal,743
SWEET POTATOES,ham,normal,743
SWEET POTATOES,hazelnuts,normal,743
SWEET POTATOES,honey,recommended,743
SWEET POTATOES,kale,normal,743
SWEET POTATOES,ketchup,normal,743
SWEET POTATOES,leeks,normal,743
SWEET POTATOES,"lemon: juice, zest",normal,744
SWEET POTATOES,"lime, juice",recommended,744
SWEET POTATOES,"liqueurs: nut, orange",normal,744
SWEET POTATOES,maple syrup,recommended,744
SWEET POTATOES,"meats, esp. roasted",normal,744
SWEET POTATOES,molasses,recommended,744
SWEET POTATOES,"mushrooms, chanterelle",normal,744
SWEET POTATOES,"mustard, esp. Dijon",normal,744
SWEET POTATOES,NUTMEG,very_highly_recommended,744
SWEET POTATOES,oatmeal,normal,744
SWEET POTATOES,"oil: nut, peanut, sesame",recommended,744
SWEET POTATOES,olive oil,recommended,744
SWEET POTATOES,"onions, esp. red",recommended,744
SWEET POTATOES,"ORANGE: juice, zest",recommended,744
SWEET POTATOES,"paprika, smoked",normal,744
SWEET POTATOES,"parsley, flat-leaf",recommended,744
SWEET POTATOES,peanuts,normal,744
SWEET POTATOES,pears,normal,744
SWEET POTATOES,pecans,recommended,744
SWEET POTATOES,"pepper: black, white",recommended,744
SWEET POTATOES,persimmons,normal,744
SWEET POTATOES,pineapple,normal,744
SWEET POTATOES,pork,normal,744
SWEET POTATOES,"potatoes: new, red",normal,744
SWEET POTATOES,"poultry, esp. roasted",normal,744
SWEET POTATOES,prosciutto,normal,744
SWEET POTATOES,pumpkin,normal,744
SWEET POTATOES,pumpkin seeds,normal,744
SWEET POTATOES,raisins,normal,744
SWEET POTATOES,red pepper flakes,normal,744
SWEET POTATOES,rosemary,normal,744
SWEET POTATOES,rum,recommended,744
SWEET POTATOES,sage,normal,744
SWEET POTATOES,"salt, kosher",recommended,744
SWEET POTATOES,"sausage: andouille, chorizo",normal,744
SWEET POTATOES,sesame seeds,normal,744
SWEET POTATOES,sour cream,normal,744
SWEET POTATOES,"stock, chicken",normal,744
SWEET POTATOES,"SUGAR, BROWN",very_highly_recommended,744
SWEET POTATOES,tarragon,normal,744
SWEET POTATOES,thyme,recommended,744
SWEET POTATOES,tomatoes,normal,744
SWEET POTATOES,vanilla,normal,744
SWEET POTATOES,"vinegar: balsamic, cider",normal,744
SWEET POTATOES,walnuts,recommended,744
SWEET POTATOES,whiskey,normal,745
SWEET POTATOES,"wine, sweet",normal,745
SWEET POTATOES,Worcestershire sauce,normal,745
SWEET POTATOES,yogurt,normal,745
SWORDFISH,"apples, esp. Granny Smith",normal,745
SWORDFISH,bacon,normal,745
SWORDFISH,basil,normal,745
SWORDFISH,bay leaf,normal,745
SWORDFISH,"beans, white",normal,745
SWORDFISH,bread crumbs,normal,745
SWORDFISH,butter,normal,745
SWORDFISH,capers,normal,745
SWORDFISH,caponata,normal,745
SWORDFISH,carrots,normal,745
SWORDFISH,cayenne,normal,745
SWORDFISH,celery,normal,745
SWORDFISH,chili powder,normal,745
SWORDFISH,cilantro,normal,745
SWORDFISH,coconut milk,normal,745
SWORDFISH,coriander,normal,745
SWORDFISH,cream,normal,745
SWORDFISH,cumin,normal,745
SWORDFISH,currants,recommended,745
SWORDFISH,curry,normal,745
SWORDFISH,fennel,normal,745
SWORDFISH,garlic,recommended,745
SWORDFISH,"lemon: juice, zest",recommended,745
SWORDFISH,"lemon, preserved",normal,745
SWORDFISH,lemongrass,normal,746
SWORDFISH,"lime: juice, leaf (kaffir), zest",recommended,746
SWORDFISH,mint,normal,746
SWORDFISH,"OIL, corn",recommended,746
SWORDFISH,olive oil,recommended,746
SWORDFISH,"olives, esp. black",recommended,746
SWORDFISH,"onions, esp. pearl",normal,746
SWORDFISH,"orange, juice",normal,746
SWORDFISH,oregano,normal,746
SWORDFISH,"parsley, flat-leaf",recommended,746
SWORDFISH,"pepper: black, red",recommended,746
SWORDFISH,pineapple,normal,746
SWORDFISH,pine nuts,recommended,746
SWORDFISH,pistou,normal,746
SWORDFISH,potatoes,normal,746
SWORDFISH,red pepper flakes,normal,746
SWORDFISH,rosemary,normal,746
SWORDFISH,saffron,normal,746
SWORDFISH,"salt: kosher, sea",normal,746
SWORDFISH,scallions,normal,746
SWORDFISH,shallots,normal,746
SWORDFISH,star anise,normal,746
SWORDFISH,"stocks: chicken, fish, shrimp",recommended,746
SWORDFISH,Tabasco sauce,normal,746
SWORDFISH,tomatoes and tomato sauce,recommended,746
SWORDFISH,"vinegar, balsamic",normal,746
SWORDFISH,"wine, dry white",recommended,746
SZECHUAN CUISINE,bamboo shoots,normal,746
SZECHUAN CUISINE,beef,normal,746
SZECHUAN CUISINE,"cabbage, Chinese",normal,746
SZECHUAN CUISINE,chicken,normal,746
SZECHUAN CUISINE,chile peppers,normal,746
SZECHUAN CUISINE,chili paste,normal,746
SZECHUAN CUISINE,duck,normal,746
SZECHUAN CUISINE,garlic,normal,746
SZECHUAN CUISINE,ginger,normal,746
SZECHUAN CUISINE,"meats, smoked",normal,746
SZECHUAN CUISINE,peanuts,normal,746
SZECHUAN CUISINE,PORK,very_highly_recommended,746
SZECHUAN CUISINE,soy sauce,normal,747
SZECHUAN CUISINE,SZECHUAN PEPPER,holy_grail,747
SZECHUAN CUISINE,"tangerine peel, dried",normal,747
SZECHUAN CUISINE,"wine, rice",normal,747
SZECHUAN PEPPER,Asian cuisines,normal,747
SZECHUAN PEPPER,"beans, black",normal,747
SZECHUAN PEPPER,chicken,normal,747
SZECHUAN PEPPER,chile peppers,normal,747
SZECHUAN PEPPER,Chinese cuisine,normal,747
SZECHUAN PEPPER,curry powder,normal,747
SZECHUAN PEPPER,duck,recommended,747
SZECHUAN PEPPER,five-spice powder (key ingredient),normal,747
SZECHUAN PEPPER,fried dishes,normal,747
SZECHUAN PEPPER,"fruits, citrus",normal,747
SZECHUAN PEPPER,game,normal,747
SZECHUAN PEPPER,game birds,normal,747
SZECHUAN PEPPER,garlic,normal,747
SZECHUAN PEPPER,ginger,recommended,747
SZECHUAN PEPPER,grilled dishes,normal,747
SZECHUAN PEPPER,honey,normal,747
SZECHUAN PEPPER,lemon,normal,747
SZECHUAN PEPPER,lime,normal,747
SZECHUAN PEPPER,"meats, esp. fattier",recommended,747
SZECHUAN PEPPER,mushrooms,normal,747
SZECHUAN PEPPER,onions,normal,747
SZECHUAN PEPPER,orange,normal,747
SZECHUAN PEPPER,"peppercorns: black, green, white",normal,747
SZECHUAN PEPPER,pork,recommended,747
SZECHUAN PEPPER,quail,normal,747
SZECHUAN PEPPER,salt,recommended,747
SZECHUAN PEPPER,scallions,normal,747
SZECHUAN PEPPER,"sesame: oil, seeds",normal,747
SZECHUAN PEPPER,soy sauce,normal,747
SZECHUAN PEPPER,squid,normal,747
SZECHUAN PEPPER,star anise,recommended,747
SZECHUAN PEPPER,stir-fried dishes,normal,747
SZECHUAN PEPPER,Tibetan cuisine,normal,748
TAMARIND,African cuisine,normal,749
TAMARIND,allspice,normal,749
TAMARIND,almonds,normal,749
TAMARIND,Asian cuisines,normal,749
TAMARIND,bananas,normal,749
TAMARIND,beans,normal,749
TAMARIND,"beverages, esp. fruit",normal,749
TAMARIND,cabbage,normal,749
TAMARIND,cardamom,normal,749
TAMARIND,Central American cuisine,normal,749
TAMARIND,chicken,recommended,749
TAMARIND,chickpeas,normal,749
TAMARIND,"chile peppers, esp. Thai",recommended,749
TAMARIND,chili powder,recommended,749
TAMARIND,Chinese cuisine,normal,749
TAMARIND,chutneys,recommended,749
TAMARIND,cilantro,normal,749
TAMARIND,cinnamon,normal,749
TAMARIND,cloves,normal,749
TAMARIND,coconut and coconut milk,recommended,749
TAMARIND,coriander,normal,749
TAMARIND,cumin,recommended,749
TAMARIND,"curries, curry paste, curry powder",recommended,749
TAMARIND,dates,normal,749
TAMARIND,duck,normal,749
TAMARIND,fennel seeds,normal,749
TAMARIND,fenugreek,normal,749
TAMARIND,fish,recommended,749
TAMARIND,fish sauce,recommended,749
TAMARIND,fruits,normal,749
TAMARIND,game,normal,749
TAMARIND,garlic,normal,749
TAMARIND,ginger,recommended,749
TAMARIND,greens,normal,749
TAMARIND,honey,normal,749
TAMARIND,INDIAN CUISINE,very_highly_recommended,750
TAMARIND,Indonesian cuisine,normal,750
TAMARIND,Jamaican cuisine,normal,750
TAMARIND,lamb,normal,750
TAMARIND,Latin American cuisine,normal,750
TAMARIND,lentils,recommended,750
TAMARIND,"lime, juice",recommended,750
TAMARIND,mangoes,normal,750
TAMARIND,marinades,normal,750
TAMARIND,meats,normal,750
TAMARIND,Middle Eastern cuisine,recommended,750
TAMARIND,mint,normal,750
TAMARIND,mushrooms,normal,750
TAMARIND,mustard,recommended,750
TAMARIND,"oil, grapeseed",normal,750
TAMARIND,"onions, red",normal,750
TAMARIND,orange,normal,750
TAMARIND,paprika,normal,750
TAMARIND,peaches,normal,750
TAMARIND,peanuts,normal,750
TAMARIND,pears,normal,750
TAMARIND,"pepper, black",normal,750
TAMARIND,pineapple,normal,750
TAMARIND,pork,recommended,750
TAMARIND,potatoes,normal,750
TAMARIND,poultry,normal,750
TAMARIND,rice,recommended,750
TAMARIND,sauces,normal,750
TAMARIND,scallops,normal,750
TAMARIND,sea bass,normal,750
TAMARIND,shellfish,normal,750
TAMARIND,shrimp,normal,750
TAMARIND,soups,normal,750
TAMARIND,Southeast Asian cuisine,normal,750
TAMARIND,soy sauce,normal,750
TAMARIND,star anise,recommended,750
TAMARIND,stews,normal,750
TAMARIND,"sugar: brown, palm, white",recommended,750
TAMARIND,Thai basil,normal,750
TAMARIND,Thai cuisine,recommended,750
TAMARIND,turmeric,recommended,750
TAMARIND,vegetables,normal,750
TAMARIND,vinaigrette,normal,750
TAMARIND,Worcestershire sauce (key ingredient),normal,750
TAMARIND,yogurt,recommended,750
TARRAGON,"acidic foods and flavors (e.g., citrus)",recommended,751
TARRAGON,anise,normal,751
TARRAGON,apples,normal,751
TARRAGON,apricots,normal,751
TARRAGON,artichokes,normal,751
TARRAGON,asparagus,normal,751
TARRAGON,basil (say some),normal,751
TARRAGON,bass,normal,751
TARRAGON,bay leaf,normal,751
TARRAGON,"beans, green",normal,751
TARRAGON,beef,normal,751
TARRAGON,beets,recommended,751
TARRAGON,broccoli,normal,751
TARRAGON,capers,normal,751
TARRAGON,carrots,recommended,751
TARRAGON,cauliflower,normal,751
TARRAGON,celery seeds,normal,751
TARRAGON,"cheese, esp. goat, ricotta",recommended,751
TARRAGON,chervil,recommended,751
TARRAGON,CHICKEN,holy_grail,751
TARRAGON,chives,recommended,751
TARRAGON,chocolate,normal,751
TARRAGON,corn,normal,751
TARRAGON,crab and crab cakes,normal,751
TARRAGON,cream,normal,751
TARRAGON,crème fraîche,normal,751
TARRAGON,dill,normal,751
TARRAGON,"EGGS AND EGG DISHES (e.g., omelets), egg salad",recommended,751
TARRAGON,fennel bulb,recommended,751
TARRAGON,fennel seeds,normal,751
TARRAGON,fines herbes (key ingredient),normal,751
TARRAGON,FISH,very_highly_recommended,751
TARRAGON,French cuisine,recommended,751
TARRAGON,game,normal,752
TARRAGON,game birds,normal,752
TARRAGON,garlic,normal,752
TARRAGON,grapefruit,recommended,752
TARRAGON,"greens, bitter",normal,752
TARRAGON,halibut,normal,752
TARRAGON,leeks,normal,752
TARRAGON,"LEMON, JUICE",very_highly_recommended,752
TARRAGON,"lemon herbs (balm, thyme, verbena)",normal,752
TARRAGON,lentils,normal,752
TARRAGON,"lettuces (e.g., frisée)",normal,752
TARRAGON,lime,recommended,752
TARRAGON,lobster,recommended,752
TARRAGON,lovage,normal,752
TARRAGON,marjoram,normal,752
TARRAGON,mayonnaise,normal,752
TARRAGON,"meats, white",normal,752
TARRAGON,melon,recommended,752
TARRAGON,mint,normal,752
TARRAGON,mushrooms,recommended,752
TARRAGON,mussels,normal,752
TARRAGON,"mustard: Dijon, Chinese (ingredient and complement)",recommended,752
TARRAGON,olive oil,normal,752
TARRAGON,onions,normal,752
TARRAGON,"orange, juice",normal,752
TARRAGON,oysters,normal,752
TARRAGON,paprika,normal,752
TARRAGON,PARSLEY,very_highly_recommended,752
TARRAGON,pasta,normal,752
TARRAGON,peaches,normal,752
TARRAGON,peas,normal,752
TARRAGON,"pepper, black",normal,752
TARRAGON,Pernod,normal,752
TARRAGON,pork,normal,752
TARRAGON,potatoes,recommended,752
TARRAGON,poultry,recommended,752
TARRAGON,rabbit,normal,752
TARRAGON,radishes,normal,752
TARRAGON,rice,normal,752
TARRAGON,"salads (e.g., fruit, green) and salad dressings",normal,752
TARRAGON,salmon,normal,752
TARRAGON,salsify,normal,752
TARRAGON,"sauces, e.g., BÉARNAISE (key ingredient), creamy, hollandaise, tartar",recommended,752
TARRAGON,savory,normal,752
TARRAGON,scallops,normal,752
TARRAGON,shallots,normal,753
TARRAGON,SHELLFISH,very_highly_recommended,753
TARRAGON,shrimp,normal,753
TARRAGON,sole,normal,753
TARRAGON,soups,normal,753
TARRAGON,sorrel,normal,753
TARRAGON,soy sauce,normal,753
TARRAGON,spinach,recommended,753
TARRAGON,"squash, summer",normal,753
TARRAGON,steaks,normal,753
TARRAGON,"stock, vegetable",normal,753
TARRAGON,stuffings,normal,753
TARRAGON,TOMATOES,very_highly_recommended,753
TARRAGON,veal,normal,753
TARRAGON,vegetables,normal,753
TARRAGON,vinaigrette,normal,753
TARRAGON,"VINEGAR, esp. champagne, sherry, white wine",very_highly_recommended,753
TARRAGON,"wine, red",normal,753
TARRAGON,zucchini,normal,753
TARRAGON,basil (say some),avoid,753
TARRAGON,desserts,avoid,753
TARRAGON,oregano,avoid,753
TARRAGON,rosemary,avoid,753
TARRAGON,sage,avoid,753
TARRAGON,savory,avoid,753
TARRAGON,sweet dishes,avoid,753
TEQUILA,chile peppers,normal,753
TEQUILA,cilantro,normal,753
TEQUILA,Cointreau,normal,754
TEQUILA,fruit juice,normal,754
TEQUILA,ginger,normal,754
TEQUILA,grenadine,normal,754
TEQUILA,"lemon, juice",recommended,754
TEQUILA,"LIME, JUICE",very_highly_recommended,754
TEQUILA,MEXICAN CUISINE,very_highly_recommended,754
TEQUILA,"orange, juice",recommended,754
TEQUILA,"pomegranate, juice",normal,754
TEQUILA,sage,normal,754
TEQUILA,salt,recommended,754
TEQUILA,sugar,normal,754
TEQUILA,"vermouth: dry, sweet",normal,754
THYME,allspice,normal,755
THYME,apples,normal,755
THYME,bacon,normal,755
THYME,basil,normal,755
THYME,BAY LEAF,very_highly_recommended,755
THYME,"beans, esp. dried, green",recommended,755
THYME,beef,normal,755
THYME,beer,normal,755
THYME,bell peppers,normal,755
THYME,braised dishes,normal,755
THYME,bread and other baked goods,normal,755
THYME,broccoli,normal,755
THYME,Brussels sprouts,normal,755
THYME,cabbage,normal,755
THYME,caramel,normal,755
THYME,carrots,recommended,755
THYME,casseroles,normal,755
THYME,celery,normal,755
THYME,"CHEESE: FRESH, GOAT",very_highly_recommended,755
THYME,"CHICKEN, esp. roasted",very_highly_recommended,755
THYME,chile peppers,normal,755
THYME,chives,recommended,755
THYME,"chowders, clam",normal,756
THYME,cloves,normal,756
THYME,cod,normal,756
THYME,coriander,normal,756
THYME,corn,recommended,756
THYME,cranberries,normal,756
THYME,curries,normal,756
THYME,dates,normal,756
THYME,dill,normal,756
THYME,eggplant,recommended,756
THYME,eggs and egg dishes,normal,756
THYME,fennel,normal,756
THYME,figs,normal,756
THYME,FISH,very_highly_recommended,756
THYME,French cuisine,normal,756
THYME,"fruits, dried",normal,756
THYME,game,normal,756
THYME,garlic,normal,756
THYME,Greek cuisine,normal,756
THYME,gumbos,normal,756
THYME,herbes de Provence (ingredient),normal,756
THYME,honey,normal,756
THYME,Italian cuisine,recommended,756
THYME,Jamaican cuisine,normal,756
THYME,jerk seasoning,normal,756
THYME,"lamb, esp. grilled, roasted",recommended,756
THYME,lavender,normal,756
THYME,leeks,normal,756
THYME,legumes,normal,756
THYME,lemon,recommended,756
THYME,lemon verbena,normal,756
THYME,lentils,normal,756
THYME,lovage,recommended,756
THYME,marinades,normal,756
THYME,marjoram,recommended,756
THYME,MEATS and meat loaf,recommended,756
THYME,Mediterranean cuisine,normal,756
THYME,Middle Eastern cuisine,recommended,756
THYME,mint,normal,756
THYME,mole sauce,normal,756
THYME,MUSHROOMS,very_highly_recommended,756
THYME,mustard,normal,756
THYME,nutmeg,normal,756
THYME,olive oil,normal,756
THYME,ONIONS,very_highly_recommended,756
THYME,orange,normal,757
THYME,oregano,recommended,757
THYME,"oysters, esp. stewed",normal,757
THYME,paprika,normal,757
THYME,parsley,recommended,757
THYME,parsnips,normal,757
THYME,pasta and pasta sauces,normal,757
THYME,pâtés,normal,757
THYME,pears,normal,757
THYME,peas,normal,757
THYME,pepper,normal,757
THYME,"pork, esp. roasted",recommended,757
THYME,POTATOES,very_highly_recommended,757
THYME,poultry,normal,757
THYME,rabbit,normal,757
THYME,rice,normal,757
THYME,roasts,normal,757
THYME,ROSEMARY,very_highly_recommended,757
THYME,sage,normal,757
THYME,salads and salad dressings,normal,757
THYME,"sauces, esp. rich and/or tomato sauces, red wine",recommended,757
THYME,sausages,normal,757
THYME,SAVORY,very_highly_recommended,757
THYME,seafood,normal,757
THYME,"SOUPS, esp. vegetable",very_highly_recommended,757
THYME,Spanish cusine,normal,757
THYME,spinach,normal,757
THYME,STEWS,very_highly_recommended,757
THYME,stocks,normal,757
THYME,stuffings,normal,757
THYME,tarragon,normal,757
THYME,TOMATOES,very_highly_recommended,757
THYME,"vegetables, esp. winter",recommended,757
THYME,venison,normal,757
THYME,vinaigrettes,normal,757
THYME,"wine, red, and red wine sauces",normal,757
THYME,zucchini,normal,757
TOFU,asparagus,normal,758
TOFU,"cabbage, esp. napa",normal,758
TOFU,garlic,normal,758
TOFU,ginger,normal,758
TOFU,Japanese cuisine,recommended,758
TOFU,miso,normal,758
TOFU,mushrooms,normal,758
TOFU,"noodles, esp. soba, udon",normal,758
TOFU,"rice, esp. fried",normal,758
TOFU,salads and salad dressings,normal,758
TOFU,scallions,normal,758
TOFU,"sesame: oil, seeds",recommended,758
TOFU,soups,normal,758
TOFU,soy sauce,normal,758
TOFU,tamari,normal,758
TOFU,teriyaki,normal,758
TOMATILLOS,avocado,normal,758
TOMATILLOS,chicken,normal,758
TOMATILLOS,"chile peppers, fresh (e.g., jalapeño, serrano)",normal,758
TOMATILLOS,cilantro,recommended,758
TOMATILLOS,cucumber,normal,758
TOMATILLOS,fish,normal,758
TOMATILLOS,garlic,normal,758
TOMATILLOS,grilled dishes,normal,758
TOMATILLOS,guacamole,normal,758
TOMATILLOS,lime,normal,758
TOMATILLOS,Mexican cuisine,recommended,758
TOMATILLOS,onions,normal,758
TOMATILLOS,pork,normal,758
TOMATILLOS,"salsas, esp. green",normal,758
TOMATILLOS,"salt: kosher, sea",normal,758
TOMATILLOS,scallions,normal,758
TOMATILLOS,shellfish,normal,758
TOMATILLOS,shrimp,normal,758
TOMATILLOS,sour cream,normal,758
TOMATILLOS,stews,normal,759
TOMATILLOS,tequila,normal,759
TOMATILLOS,tomatoes,recommended,759
TOMATOES,aioli,normal,759
TOMATOES,allspice,normal,759
TOMATOES,almonds,normal,759
TOMATOES,anchovies,normal,759
TOMATOES,arugula,recommended,759
TOMATOES,avocados,normal,759
TOMATOES,"BASIL: lemon, purple",holy_grail,759
TOMATOES,bay leaf,recommended,759
TOMATOES,"beans: fava, green",normal,759
TOMATOES,beets,normal,759
TOMATOES,"BELL PEPPERS: red, green, yellow",recommended,759
TOMATOES,"bread, bread crumbs",normal,759
TOMATOES,broccoli,normal,759
TOMATOES,"butter, unsalted",normal,759
TOMATOES,capers,normal,759
TOMATOES,carrots,normal,759
TOMATOES,cauliflower,normal,759
TOMATOES,cayenne,normal,759
TOMATOES,celery and celery salt,normal,759
